city,merchant_name,category,benefit_type,address,phone,source_url,source_image,raw_text,confidence,needs_review
논산시,세라인스튜디오,체험,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|체험|세라인스튜디오,0.78,false
논산시,양촌와이너리,체험,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|체험|양촌와이너리,0.78,false
논산시,드론앤톡톡,체험,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|체험|드론앤톡톡,0.78,false
논산시,투썸플레이스 벌곡휴게소점,카페,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|카페|투썸플레이스 벌곡휴게소점,0.78,false
논산시,심스커피,카페,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|카페|심스커피,0.78,false
논산시,카페워니,카페,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|카페|카페워니,0.78,false
논산시,어드레스&붐도넛,카페,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|카페|어드레스&붐도넛,0.78,false
논산시,루치아의 뜰,카페,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|카페|루치아의 뜰,0.78,false
논산시,내재,카페,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|카페|내재,0.78,false
논산시,노성산성in가배,로컬시설,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|로컬시설|노성산성in가배,0.78,false
논산시,탑정호 in가배,로컬시설,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|로컬시설|탑정호 in가배,0.78,false
논산시,탑정호 WACU,로컬시설,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|로컬시설|탑정호 WACU,0.78,false
논산시,금성다방,로컬시설,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|로컬시설|금성다방,0.78,false
논산시,가이옥 돌솥설렁탕,로컬시설,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|로컬시설|가이옥 돌솥설렁탕,0.78,false
논산시,금복도45,로컬시설,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|로컬시설|금복도45,0.78,false
논산시,따뜻한 밥상,로컬시설,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,논산시|로컬시설|따뜻한 밥상,0.78,false
금산군,갈비에 반하다,로컬시설,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,금산군|로컬시설|갈비에 반하다,0.78,false
금산군,상신식당,로컬시설,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,금산군|로컬시설|상신식당,0.78,false
계룡시,테라 도자기공방,체험,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,계룡시|체험|테라 도자기공방,0.62,true
계룡시,카페1896,카페,확인필요,,,,user_text_2026-05-19;attached_tourpass_map,계룡시|카페|카페1896,0.62,true
